patch_id,image_id,candidate_rank_global,candidate_rank_in_image,suspicion_score,crop_bbox,source_pred_instance_id,image_path,pred_mask_path,gt_mask_path,overlay_path,patch_paths
rank_00167__mexico-earthquake_00000005__pred_00086,mexico-earthquake_00000005,167,4,10.0,"[435, 458, 690, 651]",86,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00167__mexico-earthquake_00000005__pred_00086.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00167__mexico-earthquake_00000005__pred_00086.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00167__mexico-earthquake_00000005__pred_00086.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00167__mexico-earthquake_00000005__pred_00086.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00167__mexico-earthquake_00000005__pred_00086.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00167__mexico-earthquake_00000005__pred_00086.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00167__mexico-earthquake_00000005__pred_00086.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00167__mexico-earthquake_00000005__pred_00086.png""}"
rank_00168__mexico-earthquake_00000183__pred_00074,mexico-earthquake_00000183,168,5,10.0,"[517, 267, 771, 432]",74,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00168__mexico-earthquake_00000183__pred_00074.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00168__mexico-earthquake_00000183__pred_00074.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00168__mexico-earthquake_00000183__pred_00074.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00168__mexico-earthquake_00000183__pred_00074.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00168__mexico-earthquake_00000183__pred_00074.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00168__mexico-earthquake_00000183__pred_00074.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00168__mexico-earthquake_00000183__pred_00074.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00168__mexico-earthquake_00000183__pred_00074.png""}"
rank_00169__mexico-earthquake_00000180__pred_00047,mexico-earthquake_00000180,169,1,10.0,"[0, 398, 216, 583]",47,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00169__mexico-earthquake_00000180__pred_00047.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00169__mexico-earthquake_00000180__pred_00047.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00169__mexico-earthquake_00000180__pred_00047.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00169__mexico-earthquake_00000180__pred_00047.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00169__mexico-earthquake_00000180__pred_00047.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00169__mexico-earthquake_00000180__pred_00047.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00169__mexico-earthquake_00000180__pred_00047.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00169__mexico-earthquake_00000180__pred_00047.png""}"
rank_00172__mexico-earthquake_00000058__pred_00010,mexico-earthquake_00000058,172,4,10.0,"[640, 0, 849, 143]",10,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00172__mexico-earthquake_00000058__pred_00010.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00172__mexico-earthquake_00000058__pred_00010.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00172__mexico-earthquake_00000058__pred_00010.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00172__mexico-earthquake_00000058__pred_00010.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00172__mexico-earthquake_00000058__pred_00010.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00172__mexico-earthquake_00000058__pred_00010.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00172__mexico-earthquake_00000058__pred_00010.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00172__mexico-earthquake_00000058__pred_00010.png""}"
rank_00173__mexico-earthquake_00000135__pred_00054,mexico-earthquake_00000135,173,10,10.0,"[249, 232, 438, 459]",54,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00173__mexico-earthquake_00000135__pred_00054.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00173__mexico-earthquake_00000135__pred_00054.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00173__mexico-earthquake_00000135__pred_00054.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00173__mexico-earthquake_00000135__pred_00054.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00173__mexico-earthquake_00000135__pred_00054.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00173__mexico-earthquake_00000135__pred_00054.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00173__mexico-earthquake_00000135__pred_00054.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00173__mexico-earthquake_00000135__pred_00054.png""}"
rank_00174__mexico-earthquake_00000157__pred_00043,mexico-earthquake_00000157,174,1,10.0,"[737, 851, 928, 1024]",43,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00174__mexico-earthquake_00000157__pred_00043.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00174__mexico-earthquake_00000157__pred_00043.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00174__mexico-earthquake_00000157__pred_00043.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00174__mexico-earthquake_00000157__pred_00043.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00174__mexico-earthquake_00000157__pred_00043.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00174__mexico-earthquake_00000157__pred_00043.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00174__mexico-earthquake_00000157__pred_00043.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00174__mexico-earthquake_00000157__pred_00043.png""}"
rank_00175__hurricane-matthew_00000037__pred_00103,hurricane-matthew_00000037,175,1,10.0,"[863, 473, 1024, 663]",103,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00175__hurricane-matthew_00000037__pred_00103.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00175__hurricane-matthew_00000037__pred_00103.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00175__hurricane-matthew_00000037__pred_00103.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00175__hurricane-matthew_00000037__pred_00103.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00175__hurricane-matthew_00000037__pred_00103.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00175__hurricane-matthew_00000037__pred_00103.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00175__hurricane-matthew_00000037__pred_00103.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00175__hurricane-matthew_00000037__pred_00103.png""}"
rank_00176__socal-fire_00000621__pred_00013,socal-fire_00000621,176,1,10.0,"[428, 2, 670, 161]",13,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00176__socal-fire_00000621__pred_00013.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00176__socal-fire_00000621__pred_00013.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00176__socal-fire_00000621__pred_00013.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00176__socal-fire_00000621__pred_00013.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00176__socal-fire_00000621__pred_00013.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00176__socal-fire_00000621__pred_00013.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00176__socal-fire_00000621__pred_00013.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00176__socal-fire_00000621__pred_00013.png""}"
rank_00177__palu-tsunami_00000173__pred_00008,palu-tsunami_00000173,177,2,10.0,"[257, 7, 453, 199]",8,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00177__palu-tsunami_00000173__pred_00008.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00177__palu-tsunami_00000173__pred_00008.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00177__palu-tsunami_00000173__pred_00008.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00177__palu-tsunami_00000173__pred_00008.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00177__palu-tsunami_00000173__pred_00008.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00177__palu-tsunami_00000173__pred_00008.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00177__palu-tsunami_00000173__pred_00008.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00177__palu-tsunami_00000173__pred_00008.png""}"
rank_00178__mexico-earthquake_00000131__pred_00112,mexico-earthquake_00000131,178,2,10.0,"[194, 315, 433, 539]",112,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00178__mexico-earthquake_00000131__pred_00112.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00178__mexico-earthquake_00000131__pred_00112.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00178__mexico-earthquake_00000131__pred_00112.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00178__mexico-earthquake_00000131__pred_00112.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00178__mexico-earthquake_00000131__pred_00112.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00178__mexico-earthquake_00000131__pred_00112.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00178__mexico-earthquake_00000131__pred_00112.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00178__mexico-earthquake_00000131__pred_00112.png""}"
rank_00179__mexico-earthquake_00000006__pred_00075,mexico-earthquake_00000006,179,6,10.0,"[689, 512, 919, 680]",75,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00179__mexico-earthquake_00000006__pred_00075.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00179__mexico-earthquake_00000006__pred_00075.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00179__mexico-earthquake_00000006__pred_00075.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00179__mexico-earthquake_00000006__pred_00075.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00179__mexico-earthquake_00000006__pred_00075.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00179__mexico-earthquake_00000006__pred_00075.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00179__mexico-earthquake_00000006__pred_00075.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00179__mexico-earthquake_00000006__pred_00075.png""}"
rank_00180__hurricane-matthew_00000027__pred_00223,hurricane-matthew_00000027,180,1,10.0,"[584, 773, 786, 971]",223,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00180__hurricane-matthew_00000027__pred_00223.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00180__hurricane-matthew_00000027__pred_00223.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00180__hurricane-matthew_00000027__pred_00223.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00180__hurricane-matthew_00000027__pred_00223.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00180__hurricane-matthew_00000027__pred_00223.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00180__hurricane-matthew_00000027__pred_00223.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00180__hurricane-matthew_00000027__pred_00223.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00180__hurricane-matthew_00000027__pred_00223.png""}"
rank_00181__mexico-earthquake_00000025__pred_00036,mexico-earthquake_00000025,181,1,10.0,"[345, 866, 587, 1024]",36,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00181__mexico-earthquake_00000025__pred_00036.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00181__mexico-earthquake_00000025__pred_00036.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00181__mexico-earthquake_00000025__pred_00036.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00181__mexico-earthquake_00000025__pred_00036.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00181__mexico-earthquake_00000025__pred_00036.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00181__mexico-earthquake_00000025__pred_00036.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00181__mexico-earthquake_00000025__pred_00036.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00181__mexico-earthquake_00000025__pred_00036.png""}"
rank_00182__hurricane-michael_00000121__pred_00064,hurricane-michael_00000121,182,1,10.0,"[421, 500, 636, 649]",64,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00182__hurricane-michael_00000121__pred_00064.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00182__hurricane-michael_00000121__pred_00064.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00182__hurricane-michael_00000121__pred_00064.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00182__hurricane-michael_00000121__pred_00064.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00182__hurricane-michael_00000121__pred_00064.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00182__hurricane-michael_00000121__pred_00064.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00182__hurricane-michael_00000121__pred_00064.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00182__hurricane-michael_00000121__pred_00064.png""}"
rank_00183__palu-tsunami_00000181__pred_00053,palu-tsunami_00000181,183,3,10.0,"[683, 196, 900, 361]",53,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00183__palu-tsunami_00000181__pred_00053.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00183__palu-tsunami_00000181__pred_00053.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00183__palu-tsunami_00000181__pred_00053.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00183__palu-tsunami_00000181__pred_00053.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00183__palu-tsunami_00000181__pred_00053.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00183__palu-tsunami_00000181__pred_00053.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00183__palu-tsunami_00000181__pred_00053.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00183__palu-tsunami_00000181__pred_00053.png""}"
rank_00184__hurricane-michael_00000468__pred_00064,hurricane-michael_00000468,184,1,10.0,"[520, 401, 712, 618]",64,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00184__hurricane-michael_00000468__pred_00064.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00184__hurricane-michael_00000468__pred_00064.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00184__hurricane-michael_00000468__pred_00064.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00184__hurricane-michael_00000468__pred_00064.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00184__hurricane-michael_00000468__pred_00064.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00184__hurricane-michael_00000468__pred_00064.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00184__hurricane-michael_00000468__pred_00064.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00184__hurricane-michael_00000468__pred_00064.png""}"
rank_00185__mexico-earthquake_00000188__pred_00045,mexico-earthquake_00000188,185,10,10.0,"[692, 154, 884, 342]",45,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00185__mexico-earthquake_00000188__pred_00045.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00185__mexico-earthquake_00000188__pred_00045.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00185__mexico-earthquake_00000188__pred_00045.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00185__mexico-earthquake_00000188__pred_00045.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00185__mexico-earthquake_00000188__pred_00045.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00185__mexico-earthquake_00000188__pred_00045.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00185__mexico-earthquake_00000188__pred_00045.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00185__mexico-earthquake_00000188__pred_00045.png""}"
rank_00186__socal-fire_00001265__pred_00023,socal-fire_00001265,186,1,10.0,"[249, 4, 485, 188]",23,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00186__socal-fire_00001265__pred_00023.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00186__socal-fire_00001265__pred_00023.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00186__socal-fire_00001265__pred_00023.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00186__socal-fire_00001265__pred_00023.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00186__socal-fire_00001265__pred_00023.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00186__socal-fire_00001265__pred_00023.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00186__socal-fire_00001265__pred_00023.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00186__socal-fire_00001265__pred_00023.png""}"
rank_00188__mexico-earthquake_00000058__pred_00024,mexico-earthquake_00000058,188,5,10.0,"[262, 0, 441, 181]",24,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00188__mexico-earthquake_00000058__pred_00024.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00188__mexico-earthquake_00000058__pred_00024.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00188__mexico-earthquake_00000058__pred_00024.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00188__mexico-earthquake_00000058__pred_00024.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00188__mexico-earthquake_00000058__pred_00024.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00188__mexico-earthquake_00000058__pred_00024.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00188__mexico-earthquake_00000058__pred_00024.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00188__mexico-earthquake_00000058__pred_00024.png""}"
